mid,date,venue,bat_team,bowl_team,batsman,bowler,runs,wickets,overs,striker,non-striker,total
258,2012-04-25,M. A. Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,D Padikkal,SP Narine,61,3,11.3,0,1,125
258,2012-04-08,M. A. Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,HH Pandya,MM Patel,101,3,14.3,0,1,125
258,2012-04-05,M. A. Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,JP Duminy,KC Sangakkara,89,1,14.3,0,1,125
258,2012-04-16,M. A. Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,KA Pollard,UT Yadav,90,0,14.7,0,1,125
258,2012-04-23,M. A. Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,RG Sharma,Rashid Khan,78,3,14.7,1,0,125
258,2012-05-11,M. A. Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,Q de Kock,T Boult,94,5,16.0,0,1,125
258,2012-05-22,M. A. Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,NJ Maddinson,JJ Bumrah,108,0,16.3,1,0,125
258,2012-04-23,M. A. Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,V Kohli,MM Patel,116,1,16.4,0,1,125
258,2012-05-27,M. A. Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,JM Bairstow,A Nehra,124,6,18.2,1,0,125
258,2012-04-17,M. A. Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,JC Buttler,Mohammed Shami,110,2,18.9,1,0,125
258,2012-04-24,M. A. Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,AT Rayudu,B Kumar,114,3,19.5,0,1,125
258,2012-05-22,M. A. Chidambaram Stadium,Mumbai Indians,Sunrisers Hyderabad,AB de Villiers,KC Sangakkara,116,3,19.7,0,1,125
259,2012-04-03,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,V Kohli,M Morkel,12,0,1.7,0,1,141
259,2012-04-16,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,HH Pandya,JJ Bumrah,39,0,5.9,0,1,141
259,2012-04-04,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,V Kohli,Imran Tahir,45,2,6.9,1,0,141
259,2012-05-04,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,M Vohra,Imran Tahir,56,2,7.5,0,1,141
259,2012-05-01,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,MS Dhoni,M Morkel,48,0,8.0,1,0,141
259,2012-04-29,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,BA Stokes,PP Chawla,53,1,8.6,0,1,141
259,2012-04-04,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,DA Warner,K Rabada,68,1,8.7,0,1,141
259,2012-05-26,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,CH Gayle,B Kumar,62,1,9.0,1,0,141
259,2012-05-15,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,MS Dhoni,Imran Tahir,74,2,9.2,0,1,141
259,2012-04-01,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,KL Rahul,PP Chawla,68,0,9.6,0,1,141
259,2012-04-08,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,MS Dhoni,K Rabada,58,2,9.7,1,0,141
259,2012-05-13,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,DA Warner,Z Khan,61,0,9.9,0,1,141
259,2012-05-01,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,AT Rayudu,MM Patel,77,2,10.6,0,1,141
259,2012-05-07,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,KA Pollard,Harbhajan Singh,70,0,11.0,1,0,141
259,2012-05-08,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,V Kohli,JD Unadkat,76,3,12.4,0,1,141
259,2012-05-21,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,FA du Plessis,SP Narine,101,0,12.7,0,1,141
259,2012-04-20,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,D Padikkal,Imran Tahir,103,2,13.3,1,0,141
259,2012-04-04,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,S Dhawan,P Kumar,83,2,13.3,1,0,141
259,2012-04-12,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,CH Gayle,Imran Tahir,99,2,13.7,0,1,141
259,2012-04-10,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,Q de Kock,IS Sodhi,108,1,15.5,1,0,141
259,2012-04-26,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,S Dhawan,Imran Tahir,115,4,16.3,1,0,141
259,2012-05-26,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,Devon Conway,IS Sodhi,129,2,16.3,0,1,141
259,2012-05-28,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,BA Stokes,R Ashwin,129,4,16.9,0,1,141
259,2012-05-09,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,WP Saha,R Ashwin,122,4,17.5,1,0,141
259,2012-05-20,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,M Vohra,DJ Bravo,117,4,17.8,0,1,141
259,2012-05-01,Feroz Shah Kotla,Royal Challengers Bangalore,Punjab Kings,BA Stokes,P Kumar,140,3,19.9,1,0,141
260,2012-04-02,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,AB de Villiers,Z Khan,11,0,1.2,1,0,180
260,2012-04-13,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,Faf du Plessis,Mohammed Shami,20,0,2.4,0,1,180
260,2012-04-05,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,HH Pandya,A Nehra,24,0,2.6,0,1,180
260,2012-04-21,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,DA Warner,Rashid Khan,33,0,3.6,0,1,180
260,2012-04-19,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,AT Rayudu,IS Sodhi,30,0,3.8,1,0,180
260,2012-04-23,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,KA Pollard,JD Unadkat,44,1,5.4,1,0,180
260,2012-05-02,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,WP Saha,M Morkel,58,3,6.5,1,0,180
260,2012-05-12,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,FA du Plessis,B Kumar,54,0,6.9,1,0,180
260,2012-05-16,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,Q de Kock,Imran Tahir,67,5,8.0,0,1,180
260,2012-05-12,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,Devon Conway,Imran Tahir,62,2,8.0,1,0,180
260,2012-05-22,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,AB de Villiers,JD Unadkat,64,2,8.2,1,0,180
260,2012-05-16,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,Devon Conway,Imran Tahir,70,0,8.2,0,1,180
260,2012-05-03,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,SV Samson,MM Patel,94,6,9.4,0,1,180
260,2012-05-21,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,AT Rayudu,Z Khan,77,2,9.5,0,1,180
260,2012-05-13,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,RR Pant,T Boult,107,2,10.5,0,1,180
260,2012-05-23,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,Q de Kock,A Nehra,99,1,10.7,0,1,180
260,2012-04-24,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,V Kohli,IS Sodhi,111,4,12.2,1,0,180
260,2012-04-04,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,AB de Villiers,K Rabada,130,2,13.2,0,1,180
260,2012-04-19,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,PP Shaw,A Zampa,110,3,13.3,0,1,180
260,2012-04-05,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,SK Raina,T Boult,131,2,13.8,0,1,180
260,2012-04-19,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,KL Rahul,DJ Bravo,130,0,14.1,0,1,180
260,2012-05-14,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,WP Saha,PP Chawla,158,4,15.3,1,0,180
260,2012-04-28,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,SV Samson,MM Patel,125,4,15.6,1,0,180
260,2012-05-25,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,SV Samson,IS Sodhi,163,3,15.9,0,1,180
260,2012-04-26,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,Faf du Plessis,A Nehra,127,4,16.0,1,0,180
260,2012-04-24,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,AB de Villiers,JJ Bumrah,135,7,16.6,0,1,180
260,2012-04-25,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,Faf du Plessis,Mohammed Shami,178,2,18.4,1,0,180
260,2012-04-17,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,KA Pollard,M Morkel,152,2,18.9,0,1,180
260,2012-04-10,M. Chinnaswamy Stadium,Gujarat Titans,Mumbai Indians,CH Gayle,Mohammed Shami,179,4,20.0,1,0,180
261,2012-05-12,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,KA Pollard,T Boult,12,1,1.3,0,1,179
261,2012-05-25,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,AT Rayudu,MM Patel,16,1,1.8,0,1,179
261,2012-05-21,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,Q de Kock,A Zampa,25,0,2.6,1,0,179
261,2012-04-07,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,SR Watson,S Goswami,20,2,2.7,1,0,179
261,2012-04-16,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,Q de Kock,B Kumar,65,0,6.4,1,0,179
261,2012-05-16,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,AB de Villiers,R Ashwin,67,0,6.8,1,0,179
261,2012-05-04,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,SS Iyer,Z Khan,58,3,6.8,1,0,179
261,2012-05-08,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,KL Rahul,A Zampa,59,2,7.0,0,1,179
261,2012-04-06,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,KL Rahul,IS Sodhi,74,1,9.0,0,1,179
261,2012-05-01,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,CH Gayle,Mohammed Shami,82,1,9.2,0,1,179
261,2012-04-17,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,AB de Villiers,Rashid Khan,122,4,12.0,0,1,179
261,2012-04-07,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,Devon Conway,K Rabada,99,1,12.6,0,1,179
261,2012-05-28,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,Q de Kock,YS Chahal,129,4,13.1,0,1,179
261,2012-04-01,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,SV Samson,Harbhajan Singh,112,1,14.5,0,1,179
261,2012-05-03,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,Devon Conway,S Goswami,117,6,15.2,0,1,179
261,2012-04-08,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,KL Rahul,B Kumar,146,2,16.1,0,1,179
261,2012-05-03,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,BA Stokes,SP Narine,173,1,18.7,1,0,179
261,2012-05-20,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,JP Duminy,A Nehra,165,2,19.2,1,0,179
261,2012-05-12,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,JP Duminy,T Boult,158,2,19.8,0,1,179
261,2012-05-27,Rajiv Gandhi International Stadium,Kolkata Knight Riders,Gujarat Titans,SR Watson,JJ Bumrah,175,4,19.9,1,0,179
262,2012-05-09,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,SR Watson,K Rabada,7,0,1.0,0,1,145
262,2012-04-10,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,CH Gayle,K Rabada,12,0,1.6,0,1,145
262,2012-04-17,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,SK Raina,A Nehra,21,2,3.0,0,1,145
262,2012-04-15,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,SS Iyer,KC Sangakkara,23,1,3.1,1,0,145
262,2012-05-02,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,SV Samson,B Kumar,30,0,4.4,1,0,145
262,2012-05-12,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,JP Duminy,S Goswami,37,0,4.7,1,0,145
262,2012-04-29,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,NJ Maddinson,SL Malinga,40,1,5.4,1,0,145
262,2012-04-05,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,D Padikkal,SL Malinga,38,0,5.7,0,1,145
262,2012-05-29,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,S Dhawan,KC Sangakkara,44,2,6.6,1,0,145
262,2012-04-19,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,HH Pandya,KC Sangakkara,79,2,9.8,0,1,145
262,2012-05-10,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,D Padikkal,M Morkel,76,0,9.9,0,1,145
262,2012-05-09,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,AB de Villiers,M Morkel,78,2,9.9,0,1,145
262,2012-05-20,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,M Vohra,P Kumar,77,3,9.9,1,0,145
262,2012-05-15,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,Q de Kock,YS Chahal,75,2,10.4,1,0,145
262,2012-05-19,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,AM Rahane,IS Sodhi,90,2,12.9,0,1,145
262,2012-05-24,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,PP Shaw,Mohammed Shami,106,3,12.9,1,0,145
262,2012-05-15,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,Devon Conway,Harbhajan Singh,102,1,13.2,0,1,145
262,2012-05-06,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,S Dhawan,SP Narine,110,3,13.6,1,0,145
262,2012-05-03,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,AB de Villiers,DJ Bravo,99,5,14.2,0,1,145
262,2012-05-03,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,SR Watson,B Kumar,114,2,14.7,0,1,145
262,2012-05-22,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,CH Gayle,SL Malinga,118,2,16.2,1,0,145
262,2012-04-29,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,SS Iyer,MM Patel,111,3,17.0,0,1,145
262,2012-04-12,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,RG Sharma,IS Sodhi,109,2,17.6,1,0,145
262,2012-05-18,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,SS Iyer,P Kumar,115,2,18.6,1,0,145
262,2012-05-07,Narendra Modi Stadium,Gujarat Titans,Punjab Kings,AB de Villiers,T Boult,128,1,18.8,0,1,145
263,2012-05-19,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,FA du Plessis,SP Narine,12,0,1.2,0,1,191
263,2012-04-06,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,AM Rahane,MM Patel,11,1,1.4,1,0,191
263,2012-04-03,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,HH Pandya,SP Narine,37,2,3.8,1,0,191
263,2012-05-15,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,JM Bairstow,JJ Bumrah,33,0,3.9,1,0,191
263,2012-04-26,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,FA du Plessis,YS Chahal,37,1,4.5,0,1,191
263,2012-05-12,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,SV Samson,K Rabada,49,2,5.5,0,1,191
263,2012-05-19,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,CH Gayle,K Rabada,60,1,6.2,1,0,191
263,2012-04-06,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,NJ Maddinson,JD Unadkat,58,2,6.9,1,0,191
263,2012-05-16,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,KA Pollard,PP Chawla,97,2,9.5,0,1,191
263,2012-04-08,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,MS Dhoni,YS Chahal,88,2,10.2,0,1,191
263,2012-05-24,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,NJ Maddinson,SL Malinga,100,1,10.2,0,1,191
263,2012-04-17,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,SS Iyer,JJ Bumrah,106,0,11.6,0,1,191
263,2012-04-18,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,CH Gayle,SP Narine,106,5,12.0,1,0,191
263,2012-05-01,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,AB de Villiers,PP Chawla,134,4,13.2,0,1,191
263,2012-04-25,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,SV Samson,KC Sangakkara,135,6,13.4,1,0,191
263,2012-05-24,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,JC Buttler,IS Sodhi,156,3,14.4,1,0,191
263,2012-05-08,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,BA Stokes,JJ Bumrah,122,1,14.4,1,0,191
263,2012-05-14,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,V Kohli,UT Yadav,153,0,14.7,1,0,191
263,2012-04-22,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,D Padikkal,Mohammed Shami,139,4,15.1,0,1,191
263,2012-05-20,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,JC Buttler,DJ Bravo,151,8,15.2,0,1,191
263,2012-05-29,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,NJ Maddinson,M Morkel,141,1,15.5,1,0,191
263,2012-05-03,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,AB de Villiers,UT Yadav,155,2,15.7,1,0,191
263,2012-05-06,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,AT Rayudu,M Morkel,162,4,16.6,0,1,191
263,2012-04-17,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,AB de Villiers,B Kumar,141,3,16.9,1,0,191
263,2012-04-03,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,JP Duminy,K Rabada,178,2,16.9,1,0,191
263,2012-04-27,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,S Dhawan,M Morkel,171,7,17.9,0,1,191
263,2012-04-25,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,SR Watson,Mohammed Shami,173,2,18.1,1,0,191
263,2012-04-13,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,AM Rahane,MM Patel,190,4,18.8,0,1,191
263,2012-05-24,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,Rajasthan Royals,JP Duminy,A Zampa,155,4,19.0,0,1,191
264,2012-05-14,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,AT Rayudu,R Ashwin,13,0,1.6,1,0,153
264,2012-04-06,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,S Dhawan,T Boult,28,0,3.9,0,1,153
264,2012-04-24,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,KA Pollard,IS Sodhi,33,1,4.3,1,0,153
264,2012-04-13,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,V Kohli,MM Patel,37,0,4.3,1,0,153
264,2012-04-20,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,CH Gayle,JJ Bumrah,31,1,4.9,0,1,153
264,2012-04-02,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,SK Raina,S Goswami,39,0,4.9,0,1,153
264,2012-05-20,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,PP Shaw,MM Patel,55,2,6.4,1,0,153
264,2012-04-07,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,S Dhawan,DJ Bravo,62,1,7.2,1,0,153
264,2012-04-10,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,Q de Kock,KC Sangakkara,57,1,7.5,0,1,153
264,2012-05-25,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,S Dhawan,YS Chahal,57,4,8.1,1,0,153
264,2012-05-13,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,FA du Plessis,B Kumar,72,2,9.9,1,0,153
264,2012-05-28,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,JP Duminy,UT Yadav,74,0,9.9,1,0,153
264,2012-05-24,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,SV Samson,P Kumar,75,1,10.3,0,1,153
264,2012-04-03,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,SS Iyer,SP Narine,80,2,10.4,1,0,153
264,2012-04-08,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,DA Warner,IS Sodhi,77,3,11.4,1,0,153
264,2012-05-18,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,JP Duminy,JJ Bumrah,106,3,13.0,0,1,153
264,2012-04-09,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,DA Warner,K Rabada,104,4,13.1,0,1,153
264,2012-04-04,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,DA Warner,S Goswami,101,5,13.8,0,1,153
264,2012-05-11,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,RG Sharma,MM Patel,127,1,15.2,1,0,153
264,2012-04-19,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,DA Warner,S Goswami,129,1,15.9,1,0,153
264,2012-04-10,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,Devon Conway,A Nehra,142,5,17.3,1,0,153
264,2012-05-05,Sawai Mansingh Stadium,Punjab Kings,Delhi Capitals,Faf du Plessis,DJ Bravo,152,1,18.0,0,1,153
265,2012-04-25,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,SV Samson,P Kumar,35,0,4.3,1,0,159
265,2012-05-06,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,FA du Plessis,SL Malinga,42,1,5.2,1,0,159
265,2012-04-09,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,Q de Kock,SP Narine,51,0,6.6,0,1,159
265,2012-05-11,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,BA Stokes,PP Chawla,63,3,7.0,0,1,159
265,2012-04-02,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,AB de Villiers,Harbhajan Singh,71,3,8.2,0,1,159
265,2012-05-16,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,WP Saha,A Zampa,80,1,10.1,1,0,159
265,2012-05-12,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,AT Rayudu,SP Narine,77,1,10.6,1,0,159
265,2012-05-24,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,BA Stokes,T Boult,92,1,10.9,0,1,159
265,2012-04-06,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,D Padikkal,Imran Tahir,82,1,11.3,0,1,159
265,2012-05-23,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,RR Pant,PP Chawla,87,1,11.8,1,0,159
265,2012-04-17,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,AT Rayudu,S Goswami,91,1,11.9,1,0,159
265,2012-04-25,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,JP Duminy,SP Narine,105,2,11.9,1,0,159
265,2012-05-10,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,S Dhawan,R Ashwin,85,1,12.0,1,0,159
265,2012-05-21,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,CH Gayle,IS Sodhi,107,3,12.1,1,0,159
265,2012-04-24,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,AM Rahane,JJ Bumrah,92,4,12.9,0,1,159
265,2012-05-11,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,DA Warner,Harbhajan Singh,109,0,13.5,0,1,159
265,2012-04-11,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,KL Rahul,A Nehra,127,3,14.0,1,0,159
265,2012-05-17,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,FA du Plessis,R Ashwin,133,3,14.7,0,1,159
265,2012-04-08,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,M Vohra,MM Patel,115,3,14.8,1,0,159
265,2012-04-10,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,JC Buttler,MM Patel,107,3,15.3,0,1,159
265,2012-05-24,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,NJ Maddinson,KC Sangakkara,116,2,15.7,1,0,159
265,2012-04-02,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,KL Rahul,S Goswami,134,6,15.8,1,0,159
265,2012-05-16,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,MS Dhoni,A Zampa,138,7,16.2,0,1,159
265,2012-04-19,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,S Dhawan,K Rabada,113,2,16.7,0,1,159
265,2012-05-14,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,JP Duminy,YS Chahal,117,8,17.0,1,0,159
265,2012-05-27,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,BA Stokes,YS Chahal,144,3,18.3,0,1,159
265,2012-04-14,Dr. DY Patil Sports Academy,Gujarat Titans,Sunrisers Hyderabad,D Padikkal,M Morkel,158,3,19.2,1,0,159
266,2012-04-02,Narendra Modi Stadium,Punjab Kings,Royal Challengers Bangalore,FA du Plessis,S Goswami,10,0,1.1,0,1,173
266,2012-04-13,Narendra Modi Stadium,Punjab Kings,Royal Challengers Bangalore,CH Gayle,M Morkel,34,0,3.8,1,0,173
266,2012-04-23,Narendra Modi Stadium,Punjab Kings,Royal Challengers Bangalore,JC Buttler,Mohammed Shami,40,1,4.1,1,0,173
266,2012-05-19,Narendra Modi Stadium,Punjab Kings,Royal Challengers Bangalore,Q de Kock,UT Yadav,36,1,4.4,0,1,173
